Species 1,Species 2,Dist
Australia(6),New Zealand(53),0,0135347820
Australia(7),New Zealand(53),0,0135029962
Australia(8),New Zealand(53),0,0135029962
Australia(9),New Zealand(53),0,0146934729
Australia(10),New Zealand(53),0,0146934729
Australia(11),New Zealand(53),0,0158906250
Australia(12),New Zealand(53),0,0159902934
Australia(13),New Zealand(53),0,0153750091
Australia(14),New Zealand(53),0,0141266167
Australia(15),New Zealand(53),0,0147194279
Australia(16),New Zealand(53),0,0140978803
Australia(17),New Zealand(53),0,0146934729
Australia(18),New Zealand(53),0,0017502935
Australia(19),New Zealand(53),0,0158999834
Australia(20),New Zealand(53),0,0140978803
Australia(21),New Zealand(53),0,0140934330
Australia(22),New Zealand(53),0,0023296489
Australia(23),New Zealand(53),0,0140934330
Australia(24),New Zealand(53),0,0135029962
Australia(25),New Zealand(53),0,0135427518
Australia(26),New Zealand(53),0,0135268215
Australia(27),New Zealand(53),0,0070268939
Australia(28),New Zealand(53),0,0135029962
Australia(29),New Zealand(53),0,0159430801
Australia(30),New Zealand(53),0,0141227691
Australia(31),New Zealand(53),0,0153893318
Australia(32),New Zealand(53),0,0135633716
Australia(33),New Zealand(53),0,0129969986
Australia(34),New Zealand(53),0,0005813954
Australia(35),New Zealand(53),0,0070145711
Australia(36),New Zealand(53),0,0058387916
Australia(37),New Zealand(53),0,0135029962
Australia(38),New Zealand(53),0,0135029962
Australia(39),New Zealand(53),0,0140978803
Australia(40),New Zealand(53),0,0058516961
Australia(41),New Zealand(53),0,0141061668
Australia(42),New Zealand(53),0,0141227691
Australia(43),New Zealand(53),0,0140978803
Australia(44),New Zealand(53),0,0052603842
Australia(45),New Zealand(53),0,0017502935
Australia(46),New Zealand(53),0,0135874107
Australia(47),New Zealand(53),0,0135667178
Australia(48),New Zealand(53),0,0147146091
Australia(49),New Zealand(53),0,0140978803
Australia(50),New Zealand(53),0,0147194279
Australia(51),New Zealand(53),0,0141227691
Australia(52),New Zealand(53),0,0135029962
Australia(53),New Zealand(53),0,0129893245
New Zealand,New Zealand(53),0,0135029962
New Zealand(2),New Zealand(53),0,0135029962
New Zealand(3),New Zealand(53),0,0135029962
New Zealand(4),New Zealand(53),0,0140934330
New Zealand(5),New Zealand(53),0,0135029962
New Zealand(6),New Zealand(53),0,0135029962
New Zealand(7),New Zealand(53),0,0158812776
New Zealand(8),New Zealand(53),0,0135347820
New Zealand(9),New Zealand(53),0,0135347820
New Zealand(10),New Zealand(53),0,0135029962
New Zealand(11),New Zealand(53),0,0141310850
New Zealand(12),New Zealand(53),0,0064238527
New Zealand(13),New Zealand(53),0,0070117422
New Zealand(14),New Zealand(53),0,0064238527
New Zealand(15),New Zealand(53),0,0140978803
New Zealand(16),New Zealand(53),0,0088156895
New Zealand(17),New Zealand(53),0,0153258287
New Zealand(18),New Zealand(53),0,0011657562
New Zealand(19),New Zealand(53),0,0147281000
New Zealand(20),New Zealand(53),0,0140978803
New Zealand(21),New Zealand(53),0,0005813954
New Zealand(22),New Zealand(53),0,0140978803
New Zealand(23),New Zealand(53),0,0135587197
New Zealand(24),New Zealand(53),0,0141310850
New Zealand(25),New Zealand(53),0,0146934729
New Zealand(26),New Zealand(53),0,0058422028
New Zealand(27),New Zealand(53),0,0046657705
New Zealand(28),New Zealand(53),0,0017454558
New Zealand(29),New Zealand(53),0,0064238527
New Zealand(30),New Zealand(53),0,0135029962
New Zealand(31),New Zealand(53),0,0087795697
New Zealand(32),New Zealand(53),0,0140978803
New Zealand(33),New Zealand(53),0,0093702372
New Zealand(34),New Zealand(53),0,0005813954
New Zealand(35),New Zealand(53),0,0141061668
New Zealand(36),New Zealand(53),0,0087795697
New Zealand(37),New Zealand(53),0,0129130793
New Zealand(38),New Zealand(53),0,0152897759
New Zealand(39),New Zealand(53),0,0141477461
New Zealand(40),New Zealand(53),0,0046766808
New Zealand(41),New Zealand(53),0,0158961448
New Zealand(42),New Zealand(53),0,0017472353
New Zealand(43),New Zealand(53),0,0070299583
New Zealand(44),New Zealand(53),0,0088001732
New Zealand(45),New Zealand(53),0,0135029962
New Zealand(46),New Zealand(53),0,0040819086
New Zealand(47),New Zealand(53),0,0159997697
New Zealand(48),New Zealand(53),0,0093720181
New Zealand(49),New Zealand(53),0,0147944840
New Zealand(50),New Zealand(53),0,0070281690
New Zealand(51),New Zealand(53),0,0141394106
New Zealand(52),New Zealand(53),0,0146934729
Australia,New Zealand(54),0,0005837712
Australia(2),New Zealand(54),0,0011655017
Australia(3),New Zealand(54),0,0005837712
Australia(4),New Zealand(54),0,0011716467
Australia(5),New Zealand(54),0,0011634677
Australia(6),New Zealand(54),0,0005827506
Australia(7),New Zealand(54),0,0005813954
Australia(8),New Zealand(54),0,0005813954
Australia(9),New Zealand(54),0,0017462183
Australia(10),New Zealand(54),0,0017462183
Australia(11),New Zealand(54),0,0029140148
Australia(12),New Zealand(54),0,0023435532
Australia(13),New Zealand(54),0,0029284344
Australia(14),New Zealand(54),0,0011657562
Australia(15),New Zealand(54),0,0017492729
Australia(16),New Zealand(54),0,0011634677
Australia(17),New Zealand(54),0,0017462183
Australia(18),New Zealand(54),0,0159242728
Australia(19),New Zealand(54),0,0029157141
Australia(20),New Zealand(54),0,0011634677
Australia(21),New Zealand(54),0,0011630445
Australia(22),New Zealand(54),0,0164845196
Australia(23),New Zealand(54),0,0011630445
Australia(24),New Zealand(54),0,0005813954
Australia(25),New Zealand(54),0,0005830904
Australia(26),New Zealand(54),0,0005824112
Australia(27),New Zealand(54),0,0165136882
Australia(28),New Zealand(54),0,0005813954
Australia(29),New Zealand(54),0,0029239849
Australia(30),New Zealand(54),0,0011655017
Australia(31),New Zealand(54),0,0029310973
Australia(32),New Zealand(54),0,0011682248
Australia(33),New Zealand(54),0,0005851376
Australia(34),New Zealand(54),0,0146934729
Australia(35),New Zealand(54),0,0164845196
Australia(36),New Zealand(54),0,0152897759
Australia(37),New Zealand(54),0,0005813954
Australia(38),New Zealand(54),0,0005813954
Australia(39),New Zealand(54),0,0017462183
Australia(40),New Zealand(54),0,0153224981
Australia(41),New Zealand(54),0,0011641449
Australia(42),New Zealand(54),0,0011655017
Australia(43),New Zealand(54),0,0011634677
Australia(44),New Zealand(54),0,0147161012
Australia(45),New Zealand(54),0,0159242728
Australia(46),New Zealand(54),0,0011702755
Australia(47),New Zealand(54),0,0005841122
Australia(48),New Zealand(54),0,0017485077
Australia(49),New Zealand(54),0,0011634677
Australia(50),New Zealand(54),0,0017492729
Australia(51),New Zealand(54),0,0011655017
Australia(52),New Zealand(54),0,0005813954
Australia(53),New Zealand(54),0,0005847954
New Zealand,New Zealand(54),0,0005813954
New Zealand(2),New Zealand(54),0,0005813954
New Zealand(3),New Zealand(54),0,0005813954
New Zealand(4),New Zealand(54),0,0011630445
New Zealand(5),New Zealand(54),0,0005813954
New Zealand(6),New Zealand(54),0,0005813954
New Zealand(7),New Zealand(54),0,0029123175
New Zealand(8),New Zealand(54),0,0005827506
New Zealand(9),New Zealand(54),0,0005827506
New Zealand(10),New Zealand(54),0,0005813954
New Zealand(11),New Zealand(54),0,0011661813
New Zealand(12),New Zealand(54),0,0158812776
New Zealand(13),New Zealand(54),0,0164786492
New Zealand(14),New Zealand(54),0,0158812776
New Zealand(15),New Zealand(54),0,0011634677
New Zealand(16),New Zealand(54),0,0171537023
New Zealand(17),New Zealand(54),0,0023350889
New Zealand(18),New Zealand(54),0,0153206471
New Zealand(19),New Zealand(54),0,0017502935
New Zealand(20),New Zealand(54),0,0011634677
New Zealand(21),New Zealand(54),0,0146934729
New Zealand(22),New Zealand(54),0,0011634677
New Zealand(23),New Zealand(54),0,0005837712
New Zealand(24),New Zealand(54),0,0011661813
New Zealand(25),New Zealand(54),0,0017462183
New Zealand(26),New Zealand(54),0,0152987732
New Zealand(27),New Zealand(54),0,0140978803
New Zealand(28),New Zealand(54),0,0123192550
New Zealand(29),New Zealand(54),0,0158812776
New Zealand(30),New Zealand(54),0,0005813954
New Zealand(31),New Zealand(54),0,0176755379
New Zealand(32),New Zealand(54),0,0011634677
New Zealand(33),New Zealand(54),0,0182750584
New Zealand(34),New Zealand(54),0,0146934729
New Zealand(35),New Zealand(54),0,0011641449
New Zealand(36),New Zealand(54),0,0176755379
New Zealand(37),New Zealand(54),0,0093791919
New Zealand(38),New Zealand(54),0,0023296489
New Zealand(39),New Zealand(54),0,0011675429
New Zealand(40),New Zealand(54),0,0141310850
New Zealand(41),New Zealand(54),0,0029154602
New Zealand(42),New Zealand(54),0,0147021144
New Zealand(43),New Zealand(54),0,0165219065
New Zealand(44),New Zealand(54),0,0177172964
New Zealand(45),New Zealand(54),0,0005813954
New Zealand(46),New Zealand(54),0,0135076097
New Zealand(47),New Zealand(54),0,0029342807
New Zealand(48),New Zealand(54),0,0182794087
New Zealand(49),New Zealand(54),0,0023446702
New Zealand(50),New Zealand(54),0,0165175357
New Zealand(51),New Zealand(54),0,0011668617
New Zealand(52),New Zealand(54),0,0017462183
New Zealand(53),New Zealand(54),0,0140978803
Australia,New Zealand(55),0,0141811864
Australia(2),New Zealand(55),0,0147194279
Australia(3),New Zealand(55),0,0135633716
Australia(4),New Zealand(55),0,0142030047
Australia(5),New Zealand(55),0,0147194279
Australia(6),New Zealand(55),0,0141560914
Australia(7),New Zealand(55),0,0141227691
Australia(8),New Zealand(55),0,0141227691
Australia(9),New Zealand(55),0,0153167996
Australia(10),New Zealand(55),0,0153167996
Australia(11),New Zealand(55),0,0165175357
Australia(12),New Zealand(55),0,0165919782
Australia(13),New Zealand(55),0,0159752493
Australia(14),New Zealand(55),0,0147493358
Australia(15),New Zealand(55),0,0153167996
Australia(16),New Zealand(55),0,0147194279
Australia(17),New Zealand(55),0,0153167996
Australia(18),New Zealand(55),0,0023350889
Australia(19),New Zealand(55),0,0165272861
Australia(20),New Zealand(55),0,0147194279
Australia(21),New Zealand(55),0,0147146091
Australia(22),New Zealand(55),0,0029188641
Australia(23),New Zealand(55),0,0147146091
Australia(24),New Zealand(55),0,0141227691
Australia(25),New Zealand(55),0,0141394106
Australia(26),New Zealand(55),0,0141227691
Australia(27),New Zealand(55),0,0076168645
Australia(28),New Zealand(55),0,0141227691
Australia(29),New Zealand(55),0,0165429602
Australia(30),New Zealand(55),0,0147194279
Australia(31),New Zealand(55),0,0159902934
Australia(32),New Zealand(55),0,0141611003
Australia(33),New Zealand(55),0,0135954427
Australia(34),New Zealand(55),0,0011655017
Australia(35),New Zealand(55),0,0076168645
Australia(36),New Zealand(55),0,0064376187
Australia(37),New Zealand(55),0,0141227691
Australia(38),New Zealand(55),0,0141227691
Australia(39),New Zealand(55),0,0147194279
Australia(40),New Zealand(55),0,0064406243
Australia(41),New Zealand(55),0,0147194279
Australia(42),New Zealand(55),0,0147194279
Australia(43),New Zealand(55),0,0147194279
Australia(44),New Zealand(55),0,0058585526
Australia(45),New Zealand(55),0,0011682248
Australia(46),New Zealand(55),0,0141862132
Australia(47),New Zealand(55),0,0141644465
Australia(48),New Zealand(55),0,0153116241
Australia(49),New Zealand(55),0,0147194279
Australia(50),New Zealand(55),0,0153167996
Australia(51),New Zealand(55),0,0147194279
Australia(52),New Zealand(55),0,0141227691
Australia(53),New Zealand(55),0,0135874107
New Zealand,New Zealand(55),0,0141227691
New Zealand(2),New Zealand(55),0,0141227691
New Zealand(3),New Zealand(55),0,0141227691
New Zealand(4),New Zealand(55),0,0147146091
New Zealand(5),New Zealand(55),0,0141227691
New Zealand(6),New Zealand(55),0,0141227691
New Zealand(7),New Zealand(55),0,0165077969
New Zealand(8),New Zealand(55),0,0141560914
New Zealand(9),New Zealand(55),0,0141560914
New Zealand(10),New Zealand(55),0,0141227691
New Zealand(11),New Zealand(55),0,0147541776
New Zealand(12),New Zealand(55),0,0070240551
New Zealand(13),New Zealand(55),0,0076136778
New Zealand(14),New Zealand(55),0,0070240551
New Zealand(15),New Zealand(55),0,0147194279
New Zealand(16),New Zealand(55),0,0094088094
New Zealand(17),New Zealand(55),0,0159525005
New Zealand(18),New Zealand(55),0,0017525936
New Zealand(19),New Zealand(55),0,0153529800
New Zealand(20),New Zealand(55),0,0147194279
New Zealand(21),New Zealand(55),0,0011655017
New Zealand(22),New Zealand(55),0,0147194279
New Zealand(23),New Zealand(55),0,0141560914
New Zealand(24),New Zealand(55),0,0147541776
New Zealand(25),New Zealand(55),0,0153167996
New Zealand(26),New Zealand(55),0,0064413885
New Zealand(27),New Zealand(55),0,0052611476
New Zealand(28),New Zealand(55),0,0023326200
New Zealand(29),New Zealand(55),0,0070240551
New Zealand(30),New Zealand(55),0,0141227691
New Zealand(31),New Zealand(55),0,0093867293
New Zealand(32),New Zealand(55),0,0147194279
New Zealand(33),New Zealand(55),0,0099791465
New Zealand(34),New Zealand(55),0,0011655017
New Zealand(35),New Zealand(55),0,0147281000
New Zealand(36),New Zealand(55),0,0093867293
New Zealand(37),New Zealand(55),0,0135314514
New Zealand(38),New Zealand(55),0,0159148858
New Zealand(39),New Zealand(55),0,0147716140
New Zealand(40),New Zealand(55),0,0052734786
New Zealand(41),New Zealand(55),0,0165234340
New Zealand(42),New Zealand(55),0,0023350889
New Zealand(43),New Zealand(55),0,0076333519
New Zealand(44),New Zealand(55),0,0094088094
New Zealand(45),New Zealand(55),0,0141227691
New Zealand(46),New Zealand(55),0,0046759166
New Zealand(47),New Zealand(55),0,0166018167
New Zealand(48),New Zealand(55),0,0099809336
New Zealand(49),New Zealand(55),0,0153950847
New Zealand(50),New Zealand(55),0,0076181396
New Zealand(51),New Zealand(55),0,0147628906
New Zealand(52),New Zealand(55),0,0153167996
New Zealand(53),New Zealand(55),0,0005824112
New Zealand(54),New Zealand(55),0,0147194279
Australia,New Zealand(56),0,0082308939
Australia(2),New Zealand(56),0,0088032985
Australia(3),New Zealand(56),0,0082308939
Australia(4),New Zealand(56),0,0088344081
Australia(5),New Zealand(56),0,0087878257
Australia(6),New Zealand(56),0,0082164018
Australia(7),New Zealand(56),0,0081971582
Australia(8),New Zealand(56),0,0081971582
Australia(9),New Zealand(56),0,0093791919
Australia(10),New Zealand(56),0,0093627261
Australia(11),New Zealand(56),0,0105647881
Australia(12),New Zealand(56),0,0112109334
Australia(13),New Zealand(56),0,0106159145
Australia(14),New Zealand(56),0,0088040627
Australia(15),New Zealand(56),0,0093791919
Australia(16),New Zealand(56),0,0087878257
Australia(17),New Zealand(56),0,0093627261
Australia(18),New Zealand(56),0,0141194424
Australia(19),New Zealand(56),0,0093854557
Australia(20),New Zealand(56),0,0087724073
Australia(21),New Zealand(56),0,0087834409
Australia(22),New Zealand(56),0,0146987955
Australia(23),New Zealand(56),0,0087680378
Australia(24),New Zealand(56),0,0081971582
Australia(25),New Zealand(56),0,0082212268
Australia(26),New Zealand(56),0,0082115824
Australia(27),New Zealand(56),0,0146987955
Australia(28),New Zealand(56),0,0081827846
Australia(29),New Zealand(56),0,0105888855
Australia(30),New Zealand(56),0,0088032985
Australia(31),New Zealand(56),0,0106271646
Australia(32),New Zealand(56),0,0088188258
Australia(33),New Zealand(56),0,0082357360
Australia(34),New Zealand(56),0,0129130793
Australia(35),New Zealand(56),0,0146987955
Australia(36),New Zealand(56),0,0140945652
Australia(37),New Zealand(56),0,0081971582
Australia(38),New Zealand(56),0,0081827846
Australia(39),New Zealand(56),0,0093627261
Australia(40),New Zealand(56),0,0141083352
Australia(41),New Zealand(56),0,0087929773
Australia(42),New Zealand(56),0,0087929773
Australia(43),New Zealand(56),0,0087878257
Australia(44),New Zealand(56),0,0129330471
Australia(45),New Zealand(56),0,0141360761
Australia(46),New Zealand(56),0,0088396144
Australia(47),New Zealand(56),0,0082357360
Australia(48),New Zealand(56),0,0099778729
Australia(49),New Zealand(56),0,0087878257
Australia(50),New Zealand(56),0,0081971582
Australia(51),New Zealand(56),0,0088032985
Australia(52),New Zealand(56),0,0081971582
Australia(53),New Zealand(56),0,0082454372
New Zealand,New Zealand(56),0,0081971582
New Zealand(2),New Zealand(56),0,0081971582
New Zealand(3),New Zealand(56),0,0081971582
New Zealand(4),New Zealand(56),0,0087834409
New Zealand(5),New Zealand(56),0,0081827846
New Zealand(6),New Zealand(56),0,0081971582
New Zealand(7),New Zealand(56),0,0105585907
New Zealand(8),New Zealand(56),0,0082164018
New Zealand(9),New Zealand(56),0,0082164018
New Zealand(10),New Zealand(56),0,0081971582
New Zealand(11),New Zealand(56),0,0088084682
New Zealand(12),New Zealand(56),0,0140978803
New Zealand(13),New Zealand(56),0,0146934729
New Zealand(14),New Zealand(56),0,0140978803
New Zealand(15),New Zealand(56),0,0087878257
New Zealand(16),New Zealand(56),0,0153587056
New Zealand(17),New Zealand(56),0,0099947084
New Zealand(18),New Zealand(56),0,0135347820
New Zealand(19),New Zealand(56),0,0094012365
New Zealand(20),New Zealand(56),0,0087724073
New Zealand(21),New Zealand(56),0,0129130793
New Zealand(22),New Zealand(56),0,0087878257
New Zealand(23),New Zealand(56),0,0082308939
New Zealand(24),New Zealand(56),0,0088084682
New Zealand(25),New Zealand(56),0,0093791919
New Zealand(26),New Zealand(56),0,0135155476
New Zealand(27),New Zealand(56),0,0123192550
New Zealand(28),New Zealand(56),0,0105453747
New Zealand(29),New Zealand(56),0,0140978803
New Zealand(30),New Zealand(56),0,0081971582
New Zealand(31),New Zealand(56),0,0158867909
New Zealand(32),New Zealand(56),0,0087878257
New Zealand(33),New Zealand(56),0,0164845196
New Zealand(34),New Zealand(56),0,0129130793
New Zealand(35),New Zealand(56),0,0087929773
New Zealand(36),New Zealand(56),0,0158867909
New Zealand(37),New Zealand(56),0,0017462183
New Zealand(38),New Zealand(56),0,0099712582
New Zealand(39),New Zealand(56),0,0088188258
New Zealand(40),New Zealand(56),0,0123482315
New Zealand(41),New Zealand(56),0,0105702303
New Zealand(42),New Zealand(56),0,0141111403
New Zealand(43),New Zealand(56),0,0147319520
New Zealand(44),New Zealand(56),0,0159242728
New Zealand(45),New Zealand(56),0,0081971582
New Zealand(46),New Zealand(56),0,0117302094
New Zealand(47),New Zealand(56),0,0106389561
New Zealand(48),New Zealand(56),0,0164883537
New Zealand(49),New Zealand(56),0,0100360126
New Zealand(50),New Zealand(56),0,0147281000
New Zealand(51),New Zealand(56),0,0088136440
New Zealand(52),New Zealand(56),0,0093791919
New Zealand(53),New Zealand(56),0,0123192550
New Zealand(54),New Zealand(56),0,0087878257
New Zealand(55),New Zealand(56),0,0129358587
Australia,New Zealand(57),0,0005837712
Australia(2),New Zealand(57),0,0011655017
Australia(3),New Zealand(57),0,0005837712
Australia(4),New Zealand(57),0,0011702755
Australia(5),New Zealand(57),0,0011634677
Australia(6),New Zealand(57),0,0005827506
Australia(7),New Zealand(57),0,0005813954
Australia(8),New Zealand(57),0,0005813954
Australia(9),New Zealand(57),0,0017462183
Australia(10),New Zealand(57),0,0017441878
Australia(11),New Zealand(57),0,0029140148
Australia(12),New Zealand(57),0,0035152090
Australia(13),New Zealand(57),0,0029284344
Australia(14),New Zealand(57),0,0011657562
Australia(15),New Zealand(57),0,0017472353
Australia(16),New Zealand(57),0,0011634677
Australia(17),New Zealand(57),0,0017441878
Australia(18),New Zealand(57),0,0159055098
Australia(19),New Zealand(57),0,0029157141
Australia(20),New Zealand(57),0,0011621156
Australia(21),New Zealand(57),0,0011630445
Australia(22),New Zealand(57),0,0164845196
Australia(23),New Zealand(57),0,0011616934
Australia(24),New Zealand(57),0,0005813954
Australia(25),New Zealand(57),0,0005830904
Australia(26),New Zealand(57),0,0005824112
Australia(27),New Zealand(57),0,0164942310
Australia(28),New Zealand(57),0,0005807202
Australia(29),New Zealand(57),0,0029205691
Australia(30),New Zealand(57),0,0011655017
Australia(31),New Zealand(57),0,0029310973
Australia(32),New Zealand(57),0,0000000000
Australia(33),New Zealand(57),0,0005844536
Australia(34),New Zealand(57),0,0146934729
Australia(35),New Zealand(57),0,0164845196
Australia(36),New Zealand(57),0,0158774480
Australia(37),New Zealand(57),0,0005813954
Australia(38),New Zealand(57),0,0005807202
Australia(39),New Zealand(57),0,0005807202
Australia(40),New Zealand(57),0,0159021869
Australia(41),New Zealand(57),0,0000000000
Australia(42),New Zealand(57),0,0000000000
Australia(43),New Zealand(57),0,0011634677
Australia(44),New Zealand(57),0,0147161012
Australia(45),New Zealand(57),0,0159242728
Australia(46),New Zealand(57),0,0011702755
Australia(47),New Zealand(57),0,0005841122
Australia(48),New Zealand(57),0,0023312605
Australia(49),New Zealand(57),0,0011634677
Australia(50),New Zealand(57),0,0017472353
Australia(51),New Zealand(57),0,0000000000
Australia(52),New Zealand(57),0,0005813954
Australia(53),New Zealand(57),0,0005847954
New Zealand,New Zealand(57),0,0005813954
New Zealand(2),New Zealand(57),0,0005813954
New Zealand(3),New Zealand(57),0,0005813954
New Zealand(4),New Zealand(57),0,0011630445
New Zealand(5),New Zealand(57),0,0005807202
New Zealand(6),New Zealand(57),0,0005813954
New Zealand(7),New Zealand(57),0,0029123175
New Zealand(8),New Zealand(57),0,0005827506
New Zealand(9),New Zealand(57),0,0005827506
New Zealand(10),New Zealand(57),0,0005813954
New Zealand(11),New Zealand(57),0,0011661813
New Zealand(12),New Zealand(57),0,0158812776
New Zealand(13),New Zealand(57),0,0164786492
New Zealand(14),New Zealand(57),0,0158812776
New Zealand(15),New Zealand(57),0,0011634677
New Zealand(16),New Zealand(57),0,0171537023
New Zealand(17),New Zealand(57),0,0023350889
New Zealand(18),New Zealand(57),0,0153206471
New Zealand(19),New Zealand(57),0,0017502935
New Zealand(20),New Zealand(57),0,0011621156
New Zealand(21),New Zealand(57),0,0146934729
New Zealand(22),New Zealand(57),0,0000000000
New Zealand(23),New Zealand(57),0,0005837712
New Zealand(24),New Zealand(57),0,0011661813
New Zealand(25),New Zealand(57),0,0017462183
New Zealand(26),New Zealand(57),0,0152987732
New Zealand(27),New Zealand(57),0,0140978803
New Zealand(28),New Zealand(57),0,0123192550
New Zealand(29),New Zealand(57),0,0158812776
New Zealand(30),New Zealand(57),0,0005813954
New Zealand(31),New Zealand(57),0,0176755379
New Zealand(32),New Zealand(57),0,0011634677
New Zealand(33),New Zealand(57),0,0182750584
New Zealand(34),New Zealand(57),0,0146934729
New Zealand(35),New Zealand(57),0,0011641449
New Zealand(36),New Zealand(57),0,0176755379
New Zealand(37),New Zealand(57),0,0093791919
New Zealand(38),New Zealand(57),0,0023296489
New Zealand(39),New Zealand(57),0,0011675429
New Zealand(40),New Zealand(57),0,0141310850
New Zealand(41),New Zealand(57),0,0029154602
New Zealand(42),New Zealand(57),0,0147021144
New Zealand(43),New Zealand(57),0,0165219065
New Zealand(44),New Zealand(57),0,0177172964
New Zealand(45),New Zealand(57),0,0005813954
New Zealand(46),New Zealand(57),0,0135076097
New Zealand(47),New Zealand(57),0,0029342807
New Zealand(48),New Zealand(57),0,0182794087
New Zealand(49),New Zealand(57),0,0023446702
New Zealand(50),New Zealand(57),0,0165175357
New Zealand(51),New Zealand(57),0,0011668617
New Zealand(52),New Zealand(57),0,0017462183
New Zealand(53),New Zealand(57),0,0140978803
New Zealand(54),New Zealand(57),0,0011634677
New Zealand(55),New Zealand(57),0,0147194279
New Zealand(56),New Zealand(57),0,0087775407
Australia,New Zealand(58),0,0011677982
Australia(2),New Zealand(58),0,0017485077
Australia(3),New Zealand(58),0,0011677982
Australia(4),New Zealand(58),0,0017556706
Australia(5),New Zealand(58),0,0017454558
Australia(6),New Zealand(58),0,0011657562
Australia(7),New Zealand(58),0,0011630445
Australia(8),New Zealand(58),0,0011630445
Australia(9),New Zealand(58),0,0023285462
Australia(10),New Zealand(58),0,0023258383
Australia(11),New Zealand(58),0,0034975326
Australia(12),New Zealand(58),0,0041018089
Australia(13),New Zealand(58),0,0035152034
Australia(14),New Zealand(58),0,0017492719
Australia(15),New Zealand(58),0,0023299026
Australia(16),New Zealand(58),0,0017454558
Australia(17),New Zealand(58),0,0023258383
Australia(18),New Zealand(58),0,0164980696
Australia(19),New Zealand(58),0,0034995726
Australia(20),New Zealand(58),0,0017434271
Australia(21),New Zealand(58),0,0017452015
Australia(22),New Zealand(58),0,0170767354
Australia(23),New Zealand(58),0,0017431734
Australia(24),New Zealand(58),0,0011630445
Australia(25),New Zealand(58),0,0011664361
Australia(26),New Zealand(58),0,0011650771
Australia(27),New Zealand(58),0,0170867978
Australia(28),New Zealand(58),0,0011616934
Australia(29),New Zealand(58),0,0035049417
Australia(30),New Zealand(58),0,0017485077
Australia(31),New Zealand(58),0,0035180401
Australia(32),New Zealand(58),0,0017515704
Australia(33),New Zealand(58),0,0011691636
Australia(34),New Zealand(58),0,0152846188
Australia(35),New Zealand(58),0,0170767354
Australia(36),New Zealand(58),0,0164689562
Australia(37),New Zealand(58),0,0011630445
Australia(38),New Zealand(58),0,0011616934
Australia(39),New Zealand(58),0,0023258383
Australia(40),New Zealand(58),0,0164942310
Australia(41),New Zealand(58),0,0017464719
Australia(42),New Zealand(58),0,0017464719
Australia(43),New Zealand(58),0,0017454558
Australia(44),New Zealand(58),0,0153077811
Australia(45),New Zealand(58),0,0165175357
Australia(46),New Zealand(58),0,0017556706
Australia(47),New Zealand(58),0,0011684805
Australia(48),New Zealand(58),0,0029147772
Australia(49),New Zealand(58),0,0017454558
Australia(50),New Zealand(58),0,0023299026
Australia(51),New Zealand(58),0,0017485077
Australia(52),New Zealand(58),0,0011630445
Australia(53),New Zealand(58),0,0011698475
New Zealand,New Zealand(58),0,0011630445
New Zealand(2),New Zealand(58),0,0011630445
New Zealand(3),New Zealand(58),0,0011630445
New Zealand(4),New Zealand(58),0,0017452015
New Zealand(5),New Zealand(58),0,0011616934
New Zealand(6),New Zealand(58),0,0011630445
New Zealand(7),New Zealand(58),0,0034954950
New Zealand(8),New Zealand(58),0,0011657562
New Zealand(9),New Zealand(58),0,0011657562
New Zealand(10),New Zealand(58),0,0011630445
New Zealand(11),New Zealand(58),0,0017495274
New Zealand(12),New Zealand(58),0,0164733015
New Zealand(13),New Zealand(58),0,0170710302
New Zealand(14),New Zealand(58),0,0164733015
New Zealand(15),New Zealand(58),0,0017454558
New Zealand(16),New Zealand(58),0,0177487449
New Zealand(17),New Zealand(58),0,0029191186
New Zealand(18),New Zealand(58),0,0159137184
New Zealand(19),New Zealand(58),0,0011657562
New Zealand(20),New Zealand(58),0,0017434271
New Zealand(21),New Zealand(58),0,0152846188
New Zealand(22),New Zealand(58),0,0017454558
New Zealand(23),New Zealand(58),0,0011677982
New Zealand(24),New Zealand(58),0,0017495274
New Zealand(25),New Zealand(58),0,0023285462
New Zealand(26),New Zealand(58),0,0158906250
New Zealand(27),New Zealand(58),0,0146886712
New Zealand(28),New Zealand(58),0,0129088191
New Zealand(29),New Zealand(58),0,0164733015
New Zealand(30),New Zealand(58),0,0011630445
New Zealand(31),New Zealand(58),0,0182686355
New Zealand(32),New Zealand(58),0,0017454558
New Zealand(33),New Zealand(58),0,0188685156
New Zealand(34),New Zealand(58),0,0152846188
New Zealand(35),New Zealand(58),0,0017464719
New Zealand(36),New Zealand(58),0,0182686355
New Zealand(37),New Zealand(58),0,0099661735
New Zealand(38),New Zealand(58),0,0029123175
New Zealand(39),New Zealand(58),0,0017515704
New Zealand(40),New Zealand(58),0,0147232754
New Zealand(41),New Zealand(58),0,0034988102
New Zealand(42),New Zealand(58),0,0152936100
New Zealand(43),New Zealand(58),0,0171162145
New Zealand(44),New Zealand(58),0,0183118046
New Zealand(45),New Zealand(58),0,0011630445
New Zealand(46),New Zealand(58),0,0140978803
New Zealand(47),New Zealand(58),0,0035213982
New Zealand(48),New Zealand(58),0,0188733835
New Zealand(49),New Zealand(58),0,0029310973
New Zealand(50),New Zealand(58),0,0171113238
New Zealand(51),New Zealand(58),0,0005830054
New Zealand(52),New Zealand(58),0,0023285462
New Zealand(53),New Zealand(58),0,0146886712
